username,published_at,comment
@sihanatana,2025-03-17T00:23:39Z,Udah paling bener ngefans sama yang cewe aja😭😭
@rmarzuqi2211,2025-03-16T22:35:25Z,"Lebih buruk mana; orang yg mengorbankan manusia kepada iblis atau iblisnya?!.
Gue cuma mau coba lihat dr dua sisi.
Orang tua macam apa yg membiarkan putrinya yg masih ""dibawah umur""(?) menjalin hubungan dgn pria dewasa!?.
Binatang buas sudah pasti suka daging segar, apalagi monster.
Yg itu bejad yg itu brengsek jahannam.
Wajib bagi orangtua mengarahkan anaknya supaya jgn sampai salah langkah menjalani hidup.
Apa boleh buat nasi sudah basi. Jangan sampai kejadian serupa terulang lagi😢😢"
@johnleman5138,2025-03-16T22:15:26Z,Itu mengapa mabuk itu haram
@Nunamymee,2025-03-16T18:39:08Z,Si leejingho dibayar sama sibalhyun itu
@aminfavechannel8725,2025-03-16T18:09:27Z,"KSR jadi rudal paksa. SDH dipake, kerja, trs ditinggal dan tidak diakui"
@DedasBeji,2025-03-16T17:12:39Z,Wis artis korea ki onok onoookk wae masalahe. Kelakuan menungso korea kok minus kabeh
@uzumaki_Dwest,2025-03-16T15:47:16Z,I think u also the Indonesian version of lee jin ho kkkkk
@5hspreadlove,2025-03-16T15:43:33Z,"Terima kasih Mas Hansol udah merangkum, memberikan info, menceritakan chronologically, dan menggunakan bahasa yang gampang dipahami. Videomu selalu oke banget dalam pembuatan konten. Story flownya bagus banget 🙏"
@UdinGanteng-b8j,2025-03-16T15:42:11Z,Budaya korea mabok. Tp klw asa yg mabok di bantai nitizen ... org3 aneh
@OpungGeo-p3r,2025-03-16T15:00:59Z,"Ga nyangka aja aktor yg slama ini jauh dr isyu n terlihat lurus ternyata menyimpan sisi gelap, seron gadis baik n berbakat sayang takdir menempatkannya di sisi lelaki yg zero nurani.
Bunuh diri bukan hal yg baik namun q berharap seron mendapatkan ketenangan ditempat sekarang."
@hailtsai,2025-03-16T13:40:20Z,pihaj
@zulfiqaradam3850,2025-03-16T12:55:03Z,Dia dah cuba untuk memperbaiki keadaan sampai cari kerja part time tapi masih org tak puas hati. Sedangkan ada kes yg lahi teruk yg melibatkan kecederaan dan nyawa org lain tp x dikecam segini teruk. Habis tu dia bisa apa lagi vuba. Setiap jln keluar semua ditutup. Mungkin dia mmg rasa dah tak ada jln keluar.
@telurbebekangsa5467,2025-03-16T12:52:32Z,Makasihh
@xavieraas,2025-03-16T12:49:57Z,"ngerti si kenapa kim saeron gajadi upload tulisannya. nanti pasti kata"" dia bisa kalah dgn gampang kalau ksh ngebantah itu. ksh bisa aja nyewa orang dan bikin berita palsu kaya pas dia nyebarin kalo mereka ga pacaran. she thought no one would understand her so she chose to die than to speak"
@novellaratu1073,2025-03-16T12:38:12Z,Actually i hate her family
@kezhies,2025-03-16T12:26:56Z,"Rest in peace kim saeron, kamu pantes mendapatkan keadilan:("
@riaadha2953,2025-03-16T12:21:01Z,Aku yakin itu faktaa !!!!  Biarin KSH hidup d neraka dunia juga !!! 😡
@liesehuang,2025-03-16T12:03:13Z,"Dia sih jahat bangat sbg laki2, habiskan karirnya jgn ksh ampun. Ayo netizen international blacklist aktor ksh."
@leon-lx7qt,2025-03-16T11:49:08Z,k
@ajengaditiafitiawati4362,2025-03-16T09:44:32Z,"jujur terlepas dari semua ini. Knetz + media Korea selatan bener bener serem mereka bermuka tebal dan sangat picik. seperti monster yang siap membunuh jiwa mana saja yang memiliki cela , padahal mereka sendiri tidak hidup dengan kelakuan yang sempurna"
@NuRiyah-mm6xh,2025-03-16T09:19:08Z,pedofill pengecutt ke pemakamanya aja lo gak dateng parah sihh
@Nebulla-t3c,2025-03-16T08:28:03Z,Yaallah😭😭😭😭😭😭😭😭😭
@kembanggula2159,2025-03-16T08:19:55Z,"Sedih bgt ya Allah, seperti crita2 di drakor mereka. Yg ketika kita lihat tokoh antagonis kita geregeten, jengkel.😢"
@ellaaprilia8906,2025-03-16T07:36:09Z,"Hansol, ditunggu updatenya lagi tentang kasus ini. Please, rasanya sedih banget, ini nggak adil buat semua."
@butterflyzhr_,2025-03-16T07:33:34Z,"kenapa bisa beritanya begitu boom pas KSR meninggal?
emang dari dulu gada yang sadar apa gmna, maksudku orang tuanya atau orang yg dkt yg almh gatau kalau KSR yg msi minor pcrn dgn KSH?
trs foto2nya KSH juga bru kesebar skrng knp ga dari dulu, kasian bgt KSR nanggung semuanya selama ini, sementara KSH dengan santai menikmati dunia dgn tenang dan fansnya yg selalu muja dia"
@rinyoongi6538,2025-03-16T07:16:17Z,Artis sekelas seungri dan Top aja kena libas . Masa KSH gak bisa kena hukum negara dan hukuk sosial 🙃
@feryfery-ln7yy,2025-03-16T06:46:12Z,Banyak bgt artis korea yg budir ....miris bgt tak seindah drakor
@nabilaputrikartikasari1844,2025-03-16T06:39:14Z,Mas kangen ridindong😢
@3utvg4u8iuvbf,2025-03-16T06:24:38Z,"All adults in her life has failed her ;( sedih bgt, dunia bisa sekejam itu sama anak kecil....cewe"" diluar sana, plasenta be carefull yaa❤"
@meycitra6409,2025-03-16T06:24:27Z,"Berapa itu No Hp nya si somen .. coba ada yg bisa ilangin blur nya gak.. 
mau silaturahmi aja…."
@chiaaachiaoo,2025-03-16T05:41:55Z,di indo juga ada kan yg nabrak gini tp bedanya dia buat meninggal
@yaniGarsuni,2025-03-16T05:22:31Z,Allah tidak tidur pasti ada balasan nya di dunia danbakhirat. Tunggu saja
@shindongso1972,2025-03-16T04:56:17Z,"Udah gue bakar semua DVD film KSH 
emang ga salah DVD nya tp pas diliat baeaannya pengen nimpuk TV 
Kan sayang drpd TV gue rusak

Suka bgt film TMFN seoren ama wonbin
Neighbours ama ma dongsok

Itu aja gue bolak balik puter"
@AyasakaSeijiro,2025-03-16T03:57:27Z,Dah kubilang opa2 korea itu penuh dgn bulltshiiiiiitt
@ann_is22,2025-03-16T03:41:38Z,"Sekarang saya memahami perkataan seseorang bahwa, ""Mending cowok brengsek yang nunjukin kebrengsekannya tanpa ditutupin sama sekali daripada cowok yang citranya baik tapi aslinya brengsek.""
*Makanya kasus ini banyak bikin orang kaget betapa ternyata si cowok itu ternyata brengsek banget!"
@GoalGaining,2025-03-16T03:09:45Z,Pedo dan Misoginis harus dimusnahkan
@Pop_ice88,2025-03-16T02:57:20Z,"Bukan pecinta drakor.. Nnton drakor sekali2 aj.. Tp pas saeron meninggal,, sya ngikutin terus berita ny.. Dari mukanya keliatan dia anak yg baik😢semoga ad keadilan buat saeron"
@diantamilah8869,2025-03-16T02:37:07Z,Ada lgi foto KSH ga pake celana lgi nyuci piring di apartemen Saeron😭🙏🏻
@endangwidiantari,2025-03-16T02:15:04Z,tapi kenapa setelah kim saeron meninggal. sedih sekali kim saeron ;(
@yeyy7492,2025-03-16T01:05:44Z,"Astaghfirullah sedih bgt:( Kim Sae Ron jungjurigan tah si Kim Soo Hyun gehel, Kim Soo Hyun👊🫵👎"
@meilinmasya7463,2025-03-15T23:03:25Z,"DARI ARTIS NOMER SATU . PALING GEDE GAJINYA.
SEKARANG KSH KENAK HUKUMAN MENTAL. 
KASIHAN KS 😢 BUNDIR KARENA TIDAK KUAT DG TEKANAN HIDUP 
LAMA - LAMA KEBUSUKAN KSH DAN AGENCY NYA AKAN TERBONGKAR
DUUUAAARRRR"
@bestorigami2291,2025-03-15T22:44:44Z,"Rumit..eh rimit...spil dong youtuber pembunuh karakter garosero mau silaturahmi nih ..mau tau mental dia lawan netizen Indonesia..gedek banget ,ni youtuber kalau tahu IG atau chanelnya hancur kenak mental gak lawan kita ..syukur2 ngikutin korban nya bundir sono biar dia paham rasanya"
@maroru7973,2025-03-15T21:45:44Z,"Que horrible como intenta destruir a una persona solo con suposiciones. Nadie es culpable hasta que se demuestre lo contrario. Que tristeza Corea, deberiamos dejar de consumir sus productos hasta tanto ellos no aprendan a respetar a sus artistas. Primero a Sae ron y ahora ese muchacho quieren llevarlo a la mu3rt3. Lastima con esa mentalidad de los coreanos"
@Kaizoku_16,2025-03-15T20:42:19Z,Ternyata yang ciwi ciwi kagumkan cowok red flag 😅😅😅
@nyah_tan,2025-03-15T19:22:02Z,Iblis memang kim soohyun
@BeastyBoomerang,2025-03-15T18:44:01Z,Terimakasih hansol!
@melarosalina3005,2025-03-15T18:32:13Z,abis nonton lightshop jadi ngerti knpa bundir itu ga bisa kembali dg tenang lhawong di dunia aja mslah mreka blm selesai😢
@kaliciareyna,2025-03-15T17:04:03Z,"mau dipikir child grooming, cuma di indo aja smp sma udah pada pacaran bahkan udah begituan dan banyak banget kesebar di internet / apps messaging, mungkin lebih ke umur soohyun kali yah makanya disebut child grooming"
@Sahrulsudri,2025-03-15T16:55:17Z,"Ngeri sih y membunuh tanpa menyentuh ..cuma lewat konten2 doang giring opini , lawan kena mental boom bundir ( nenggoy)"
@iyexmato6416,2025-03-15T16:43:21Z,"plis kasih tau cara nemuin you tube nya lee jin ho, soalnya gw udh nyiapin kata2 yang mengandung kebun binatang dan penghuni neraka"
@FelixGracio,2025-03-15T16:40:24Z,"Coba kita liat YouTuber dengan bahsa Indonesia di Korea. Mereka sering bilang hidup dikorea tidak seindah di dramanya. Kalau dikorea hal seperti ini bukan rahasia lagi. Banyak artis kpop tunggu bertahun2 baru dibayar, bahkan ada yang 15  tahun kerja baru dibayar. Dan saya pikir orang tuanya baru bicara karena KSR sudah meninggal. Kenapa baru sekarang bicara? Mungkin itu budaya mereka. Jika kita pikirkan di Indonesia kalau ada 1 orang keluar jadi artis terkenal keluarganya juga pasti dipromosiin jadi arti, nebeng nama besar. Kalau di Korea ga begitu harus melAlui proses yang sulit. Dan kasus seperti KSR itu banyak, cuma. 
Tapi puji Tuhan kita tinggal di Indonesia, masih lebih besar pikiran kita takut sama Tuhan dimasukin ke neraka, karena bagi kita yang beragama meninggal dengan bunuh diri ga akan bertemu kedamaian dan Tuhan. 
Salam untuk semua dan semangat menjalani hidup 💪🙏"
@sandilukmanhakim4130,2025-03-15T16:17:19Z,cowok ghosting plus pedofil mau enaknya doang iuehh😡
@aslelen5882,2025-03-15T15:42:54Z,Kızın ailesi yıllarca neden susmuş bu şekil hakkını aramamış kızımız küçük diye iş maddi oluncamı hak aramaya başladı intiharı bir kişiye yüklemeyin basın ve linç mesajları bunları nedeni neden bu kadar intihar var onu sorgulayın bi sorun varsa iki kişi arasındadır siz kendi hayatlarınıza bakın sıçlu yada suçsuz sizi ilgilendirmez kızada aynı baskılar yapılmıştı yazık yazık yazık
@PutriHani-p1d,2025-03-15T15:34:07Z,Gue jadi males nntn drakor suer deh
@zeldahasya8277,2025-03-15T15:24:34Z,"udah kyk drama Korea, sejahat itu smp pemakaman aja ga hadir, biar dpt balesannya. 2 drama yg ditonton cantik bgt saeron"
@veronikamisel5062,2025-03-15T14:52:30Z,"Widihhhh jahat banget itu reporter, mematikan rejeki orang lain. Memangnya Artis cewek itu pernah berbuat jahat apa ke dia, harusnya laporkan polisi, jangan bunuh diri. Sedih sekali pilihan hidup kamu Kak..😢. Semoga surga selalu bersama Kak."
@ramasandyofficial3425,2025-03-15T14:37:43Z,Gak jadi ngefans sama KSH....kasihan malang sekali nasib mu mbk saeron bisa jatuh cinta sama cowok begitu....6 tahun lagi pacaran nya seperti ngk dianggap....kejam banget
@MinePrincessMINGI,2025-03-15T14:28:56Z,"Bolo bolo, yg kulihat di no kim soohyun itu 4 no setelah 10 itu 3423/3428/2423/2428/2425/3425"
@koverbestintown,2025-03-15T14:15:03Z,korea bener bener fucked up sih
@viviarahma5858,2025-03-15T13:54:29Z,"Dulu kasus burning sun aku juga liat di chenelnya mas hansol,detail kalau ceritain kasusunya"
@sab.byunbbh,2025-03-15T13:46:22Z,Wowww
@TIMOTHYGZ怪物,2025-03-15T13:42:48Z,PDF FILE 😂😂😂
@Nufacangtipp,2025-03-15T13:21:08Z,Di Korea keknya perlu org kek Nikita Mirzani wkwkwkwkwk
@flowerthewise,2025-03-15T12:38:36Z,"jujursih saya suka nonton film kim soonhyun sedangkan kim saeron saya tidak kenal, intinya kesalahan dari kasus ini adalah diri sendiri, media sosial, goldmetalis dan mantan pacar kim saeron intinya kesalah terdapat pada media sosial 100%"
@boomerang8950,2025-03-15T12:33:56Z,"Fakta bahwa KSR tetep milih bungkam sampai akhit hayatnya dia (dihari pas ultahnya KSH) udah cukup berkata banyak tentang kasus ini, justru keluarga KSR yg nge up kasus ini karena masih ngga terima. Bener-bener definisi kenanglah kematianku dihari ulang tahunmu."
@dianawhalien694,2025-03-15T11:59:16Z,"Orang kalo pilih bunuh diri di tanggal ulang tahunnya seseorang berarti orang itu lg nunjukin kalo dia dendam banget sama orang yg lg ulang tahun itu, mas Hansol. ..."
@wulandari2784,2025-03-15T11:35:51Z,Jahat banget si asli
@fanyformosa4,2025-03-15T10:53:53Z,Semoga kena karma team youtuber itu
@buddyzen2020,2025-03-15T10:11:22Z,"Ternyata dunia entertainment itu serem ya.. masa artis yg kerja di agensi bukannya di gaji malah dituntut bayar hutang, mana pdhl waktu ksr masuk agensi ksh jg dimintai uang muka buat modal, tp bukannya untung balik modal malah ditagih hutang ga jelas.. bukannya itu masuk penipuan?"
@SivaKurniasari,2025-03-15T09:48:46Z,"Duku ngefans bngt sama ksh, tp denger berita ini kok jadi males banhet sama ksh. Males lihat drama2nya ksh"
@meenawyt,2025-03-15T09:30:03Z,Upp teruusss
@Ayaahllo,2025-03-15T09:16:25Z,Ni vt paling rame 🗿
@ipahivanah5930,2025-03-15T08:53:02Z,mas sekarang d korea bahasa nya medok jawa saya senang liat mas  juga orang jawa
@sylviayvaine3470,2025-03-15T08:26:25Z,kannnn udah udah kok
@hatirumiasih8124,2025-03-15T08:21:15Z,Kasihan kim searon coba ada yg tangkap itu Lee junhoo
@EniPurnamasari-x3z,2025-03-15T08:19:22Z,Serang reporternya ga sih gedek banget 😡
@mirasantika1849,2025-03-15T08:18:12Z,Mas hansol bolak balik kesini cuma buat ngecek udah up vt terbaru belum..saya menunggu 😅😅
@LusiwinarsihsumrOwi,2025-03-15T08:16:03Z,Nyesel banget dulu perna ngafens kim soo khun sampai bikin pf fb photonya pas 2016. Sekarang nauzubillah.
@IndriSalbining-dd7pf,2025-03-15T07:40:43Z,Apa orang Korea itu jahat jahat
@yirke4625,2025-03-15T07:31:18Z,Najiis ih pedo
@s.prima.k4907,2025-03-15T07:23:53Z,Kl mantan aku meninggal aku jg blm tentu dtg
@dmozart7,2025-03-15T07:23:50Z,Rame jg yaak 🤣
@senoritabubu3611,2025-03-15T07:04:45Z,This KSH has a sort of mental illness that his romantically feelings only to much much younger girl like more than half his age.  It reminds me of Leonardo Dicaprio.. same mental illness
@novaladetaruna9383,2025-03-15T06:50:47Z,Tolong taxi driver masukin ini ke list scen drama nya buat bls dendam🤣
@AuraKeyzia,2025-03-15T06:01:51Z,"makin nyaman dah, klo udh tau H O H O 168"
@A5Located,2025-03-15T05:48:54Z,"Jahat banget ya, orang disekitarnya, pantas dia begitu"
@trieuba7089,2025-03-15T05:39:51Z,Công đồng mạng Hàn thật buồn cười …
@Rin_naa,2025-03-15T05:17:49Z,lama lama eneg gw.. muka KSH dimana2.. muka pengecut
@MujinnEnts-mz5wr,2025-03-15T05:15:42Z,"Kasihan sekali ya kim saeron Di pergunakan sama orang yang dia percaya😢 Jadi lelaki yang berani loh soohyun,Jangan Si Soohyun ini Sukses kerna Dukungan Kim saeron ya,selama ini jadi tulang belakang Soohyun ini kim saeron😢😢"
@mariawatisiringoringo8795,2025-03-15T05:13:58Z,Semoga mendiang beristirahat dengan tenang
@sesilsesil6007,2025-03-15T05:09:32Z,"kasih pelajaran untuk kim soohyun yg seadil adilnya, cowok peng3cut."
@m.missqueen.q,2025-03-15T04:36:56Z,"Berarti Kim Sae Ron seperti karyawan yg status gajinya tidak jelas, real karyawan kerja bakti tanpa dapat uang sepeserpun, dipermainkan. Ya Allah perih amat 😢"
@phidhabee5530,2025-03-15T04:18:35Z,2015 ksh 27thn skrg 2025 jd usianya skrg 37 tahun 😮😮😮. Awet muda mukanya donk 😂
@foreveryoung6464,2025-03-15T03:40:57Z,"Kayaknya KSH first love nya Sae-Ron dan entah berapa banyak first apa lagi yg uda mereka lewati bersama pasti banyak lah selama 6 tahun itu. Ditambah gag bisa terang2an mengakui hubungan di publik. Hubungan backstreet kayak gitu tekanan batin banget cz saya pun pernah alami. Di akhir cerita mgkn Sae Ron merasa dibuang gitu aj. Di hari ultah KSH yg mgkn di hatinya ""harusnya kita rayain sama2 oppa bukan malah bersiteru perihal tuntutan hukum"" 6 tahun seorang wanita terbuang sia2 ya pantas keluarganya gag terima. Kalo jd KSH harusnya dia bijak lah itu uang gag seberapa dibanding kekayaan dia pastinya, ngapain si pake ditagih ikhlasin aj kenapa ya. Sbg bentuk niat baik mereka pisah hubungan baik2 dan tetap menjaga hubungan karena uda 6 tahun lho itu gag sebentar. Apalagi Sae Ron sedang kesulitan keuangan. Bukan malah dibantu tapi malah ah sudahlah... Uda off aj dulu KSH dari dunia hiburan..."
@Ak_Javier,2025-03-15T03:39:17Z,"Mustahil kita bisa menyenangkan semua orang bahkan kita diam pun tetap ada yang membenci, ingat sebaik-baiknya orang tetap ada yang membenci dan seburuk-buruknya orang tetap saja ada pengikutnya. Maka solusi terbaik untuk masalah ini adalah stop mencari ridho manusia dan fokuslah mencari rindho Allah ta'ala."
@lost_ingr3yeye513,2025-03-15T03:37:26Z,"Ambil pelajaran dari kesalahan, separah2nya kita dalam masalah jangan mabok, dengan mabok kita gak bakal bisa berfikir jernih utk nyelesaian masalah"
@Sudarmini1969,2025-03-15T03:34:58Z,Kisahnya mekebihi drama korea
@ekasriyulianti,2025-03-15T03:18:23Z,Aku pas dengar dia gak ada aja langsung cari tahu apa penyebab nya 😢😢
@NisaTunisa-u6i,2025-03-15T03:16:38Z,It's okay not to be okay ternyata aktor utamanya sama-sama devil ya😂
@kasturimilagrosbrebes9030,2025-03-15T03:13:52Z,Kesetiaan dn pengorbanan aktor laki2 untuk pasangannya hanya ada di drama😢😢
@wkwkwk515,2025-03-15T02:56:42Z,Anak sekecil itu ternyata ruwet bgt masalahnya☹️
@ayuintan5088,2025-03-15T02:50:13Z,"menurutku bukn hanya KSH penyebab kematian kim sae ron,,, Knetz juga mjd salah satu alasannya dia memilih jalan spt itu, karena semasa dia masih hidup dia banyk di hujat, di salahkan,, hidupnya mjd sulit dan tidak ada yg percaya dengan dia..."
@AnisaUsniana,2025-03-15T02:07:40Z,Jadi yakin sama drakor Celebrity ga sih😢
@gulingempuk6403,2025-03-15T01:45:58Z,"Jadi keinget manhwa Daytime Star tp ini versi toxic dan bad ending nya. Pantes aja SK populasinya menurun, selevel A list aktor aja.....( jwb sendiri dah) . Ntar fans fanatiknya ngamuk"
@Manual.winder,2025-03-15T01:11:52Z,"Kalo gw liat di sini.. pihak yg paling bersalah itu adalah masyarakat korsel dan fans kpop/kdrama yg gemar sekali menghancurkan karir aktor2/idol hanya karena masalah2 sepele seperti ini..

Semua ini berawal dari kebiasaan konyol kalian, yg mengakibatkan hubungan pribadi dan bisnis seseorang rusak..

Ga ada yg salah dari berpacaran sambil berbisnis bersama.. itu sering terjadi.. dan kalo pun kemudian hubungan cinta itu berakhir dan berlanjut jadi hubungan bisnis murni.. memangnya salah? Kalian ga bener2 tau apa yg mereka alami selama 10 tahun? Mudah bener menjudge pihak ini salah gara2 nagih hutang.. dan sebagainya..

Hei, sadar diri hei.. semua ini ga akan terjadi kalo kalian ga suka boikot2 sembarangan..

Kalian penjahat sebenernya.. kalian yg menyebabkan keriwuhan ini..

Skrg kalian mau nyari korban baru?"
