username,published_at,comment,bahasa,comment_clean,tokenized,unique_tokens,remove_stopwords,stemmed,terms
@CoinChocholate,2025-03-13T04:07:49Z,Udah bener kalian ngefans sama khabib nurmagomedov ama islam makhachev 😅,id,sudah benar kalian fan sama khabib nurmagomedov sama islam makhachev,"['sudah', 'benar', 'kalian', 'fan', 'sama', 'khabib', 'nurmagomedov', 'sama', 'islam', 'makhachev']","['sama', 'benar', 'khabib', 'islam', 'kalian', 'fan', 'sudah', 'nurmagomedov', 'makhachev']","['khabib', 'islam', 'fan', 'nurmagomedov', 'makhachev']","['khabib', 'islam', 'fan', 'nurmagomedov', 'makhachev']",khabib islam fan nurmagomedov makhachev
@NaqiyyahSyam,2025-03-13T04:01:27Z,"Sedih kebayang kalau itu orang yang kita kenal, dia terhimpit masalah tapi nggak ada yang berpihak padanya.",id,sedih terbayang kalau itu orang yang kita kenal dia terhimpit masalah tapi enggak ada yang berpihak padanya,"['sedih', 'terbayang', 'kalau', 'itu', 'orang', 'yang', 'kita', 'kenal', 'dia', 'terhimpit', 'masalah', 'tapi', 'enggak', 'ada', 'yang', 'berpihak', 'padanya']","['orang', 'yang', 'ada', 'sedih', 'dia', 'tapi', 'padanya', 'masalah', 'itu', 'kita', 'kalau', 'kenal', 'terhimpit', 'berpihak', 'enggak', 'terbayang']","['orang', 'sedih', 'kenal', 'terhimpit', 'berpihak', 'terbayang']","['orang', 'sedih', 'kenal', 'terhimpit', 'pihak', 'bayang']",orang sedih kenal terhimpit pihak bayang
@devitakumala1471,2025-03-13T03:59:21Z,The real setiap km ulang tahun km akan terus mengingat kematianku,id,the real setiap kamu ulang tahun kamu akan terus mengingat kematianku,"['the', 'real', 'setiap', 'kamu', 'ulang', 'tahun', 'kamu', 'akan', 'terus', 'mengingat', 'kematianku']","['setiap', 'the', 'kematianku', 'kamu', 'ulang', 'tahun', 'akan', 'terus', 'real', 'mengingat']","['the', 'kematianku', 'ulang', 'real']","['the', 'mati', 'ulang', 'real']",the mati ulang real
@Zhafira_ramadhani14,2025-03-13T03:56:58Z,"Gila jahat banget ya sohyun, kasian banget saeron💔🥀😢",id,gila jahat banget ya sohyun kasihan banget saeron,"['gila', 'jahat', 'banget', 'ya', 'sohyun', 'kasihan', 'banget', 'saeron']","['gila', 'ya', 'jahat', 'banget', 'sohyun', 'kasihan', 'saeron']","['gila', 'jahat', 'banget', 'sohyun', 'kasihan', 'saeron']","['gila', 'jahat', 'banget', 'sohyun', 'kasihan', 'saeron']",gila jahat banget sohyun kasihan saeron
@eka571,2025-03-13T03:53:43Z,"Ikut nyimak aja mas hansol,,, karena ga terlalu fans sama kim soo Yhun😊🙏 aku nunggu RDD nya😅",id,ikut menyimak saja mas hansol karena enggak terlalu fan sama kim soo yhun aku menunggu rdd nya,"['ikut', 'menyimak', 'saja', 'mas', 'hansol', 'karena', 'enggak', 'terlalu', 'fan', 'sama', 'kim', 'soo', 'yhun', 'aku', 'menunggu', 'rdd', 'nya']","['menyimak', 'sama', 'soo', 'mas', 'karena', 'terlalu', 'saja', 'yhun', 'rdd', 'aku', 'nya', 'ikut', 'fan', 'kim', 'menunggu', 'hansol', 'enggak']","['menyimak', 'soo', 'mas', 'yhun', 'rdd', 'nya', 'fan', 'kim', 'menunggu', 'hansol']","['simak', 'soo', 'mas', 'yhun', 'rdd', 'nya', 'fan', 'kim', 'tunggu', 'hansol']",simak soo mas yhun rdd nya fan kim tunggu hansol
@belindaseptia,2025-03-13T03:45:07Z,Setidaknya sudah bertahan sangat jauh dan berjuang sendirian 🥹 kim sae ron sudah tidak ada di bumi lagi berita baru di up di media 🥹 kalau saja di up dan banyak yang bantu & aware ke kim sae ron di saat mendiang masih hidup bisa jadi dia akan come back di dunia entertain lagi. Semoga saja keadilan berpihak padanya. Saya support penuh untuk keluarga mendiang. ❤,id,setidaknya sudah bertahan sangat jauh dan berjuang sendirian kim sae ron sudah tidak ada di bumi lagi berita baru di up di media kalau saja di up dan banyak yang bantu aware ke kim sae ron di saat mendiang masih hidup bisa jadi dia akan come back di dunia entertain lagi semoga saja keadilan berpihak padanya saya support penuh untuk keluarga mendiang,"['setidaknya', 'sudah', 'bertahan', 'sangat', 'jauh', 'dan', 'berjuang', 'sendirian', 'kim', 'sae', 'ron', 'sudah', 'tidak', 'ada', 'di', 'bumi', 'lagi', 'berita', 'baru', 'di', 'up', 'di', 'media', 'kalau', 'saja', 'di', 'up', 'dan', 'banyak', 'yang', 'bantu', 'aware', 'ke', 'kim', 'sae', 'ron', 'di', 'saat', 'mendiang', 'masih', 'hidup', 'bisa', 'jadi', 'dia', 'akan', 'come', 'back', 'di', 'dunia', 'entertain', 'lagi', 'semoga', 'saja', 'keadilan', 'berpihak', 'padanya', 'saya', 'support', 'penuh', 'untuk', 'keluarga', 'mendiang']","['bertahan', 'ke', 'dia', 'saat', 'akan', 'penuh', 'keadilan', 'tidak', 'bantu', 'back', 'masih', 'berjuang', 'dan', 'bumi', 'saja', 'banyak', 'padanya', 'come', 'kalau', 'jadi', 'kim', 'entertain', 'sangat', 'untuk', 'semoga', 'saya', 'jauh', 'setidaknya', 'media', 'support', 'berita', 'sendirian', 'dunia', 'hidup', 'di', 'keluarga', 'ron', 'mendiang', 'yang', 'aware', 'ada', 'lagi', 'baru', 'bisa', 'sae', 'sudah', 'berpihak', 'up']","['bertahan', 'penuh', 'keadilan', 'bantu', 'back', 'berjuang', 'bumi', 'come', 'kim', 'entertain', 'semoga', 'media', 'support', 'berita', 'dunia', 'hidup', 'keluarga', 'ron', 'mendiang', 'aware', 'sae', 'berpihak', 'up']","['tahan', 'penuh', 'adil', 'bantu', 'back', 'juang', 'bumi', 'come', 'kim', 'entertain', 'moga', 'media', 'support', 'berita', 'dunia', 'hidup', 'keluarga', 'ron', 'mendiang', 'aware', 'sae', 'pihak', 'up']",tahan penuh adil bantu back juang bumi come kim entertain moga media support berita dunia hidup keluarga ron mendiang aware sae pihak up
@arumiyaki_,2025-03-13T03:42:07Z,Klo 15 sama 27 kyk gimana gitu tp kalo 30 sama 42 kyk masih gapapa dan masih oke oke aja pdhl sama2 selisih 12thn😅,id,kalo sama kayak bagaimana begitu tapi kalo sama kayak masih gapapa dan masih oke oke saja padahal sama selisih tahun,"['kalo', 'sama', 'kayak', 'bagaimana', 'begitu', 'tapi', 'kalo', 'sama', 'kayak', 'masih', 'gapapa', 'dan', 'masih', 'oke', 'oke', 'saja', 'padahal', 'sama', 'selisih', 'tahun']","['sama', 'dan', 'padahal', 'kalo', 'saja', 'tapi', 'tahun', 'selisih', 'kayak', 'oke', 'begitu', 'bagaimana', 'masih', 'gapapa']","['kalo', 'selisih', 'kayak', 'oke', 'gapapa']","['kalo', 'selisih', 'kayak', 'oke', 'gapapa']",kalo selisih kayak oke gapapa
@mutiaelvitiana6726,2025-03-13T03:33:22Z,JAHAT BGT ITU WARTAWAN ENTERTAIMENT YG PUNYA YOUTUBE.. ngontenin kim sae ron menjelek2an.. jahat bgt apa ga tenang hidup lo itu😥😥,id,jahat banget itu wartawan entertaiment yang punya youtube ngontenin kim sae ron menjelekkan jahat banget apa enggak tenang hidup lo itu,"['jahat', 'banget', 'itu', 'wartawan', 'entertaiment', 'yang', 'punya', 'youtube', 'ngontenin', 'kim', 'sae', 'ron', 'menjelekkan', 'jahat', 'banget', 'apa', 'enggak', 'tenang', 'hidup', 'lo', 'itu']","['ron', 'punya', 'lo', 'yang', 'jahat', 'tenang', 'wartawan', 'kim', 'banget', 'itu', 'sae', 'menjelekkan', 'apa', 'ngontenin', 'entertaiment', 'enggak', 'hidup', 'youtube']","['ron', 'lo', 'jahat', 'tenang', 'wartawan', 'kim', 'banget', 'sae', 'menjelekkan', 'ngontenin', 'entertaiment', 'hidup', 'youtube']","['ron', 'lo', 'jahat', 'tenang', 'wartawan', 'kim', 'banget', 'sae', 'jelek', 'ngontenin', 'entertaiment', 'hidup', 'youtube']",ron lo jahat tenang wartawan kim banget sae jelek ngontenin entertaiment hidup youtube
@martinielvitri179,2025-03-13T03:33:18Z,Ini yg di tunggu,id,ini yang di tunggu,"['ini', 'yang', 'di', 'tunggu']","['tunggu', 'ini', 'di', 'yang']",['tunggu'],['tunggu'],tunggu
@fandyazmi6276,2025-03-13T03:28:26Z,"W sendiri jujur paling males lihat berita update tentang artis, namun entah kenapa banyak seliweran di medsos dan w baca lalu mampir ke chanel ini, eh w ngerasa kaya anjim bener kasus kim sae ron ini, kok tega kalo benar cowoknya entah di mana hati nurani nya si cowok kalo memang benar beritanya, kim sae ron, makasih sudah menjalani hidup dengan baik, semoga kamu sekarang tenang dan bahagia di sana",id,gue sendiri jujur paling malas lihat berita update tentang artis namun entah kenapa banyak seliweran di medsos dan gue baca lalu mampir ke chanel ini eh gue merasa kayak anjim benar kasus kim sae ron ini kok tega kalo benar cowoknya entah di mana hati nurani nya sih cowok kalo memang benar beritanya kim sae ron terima kasih sudah menjalani hidup dengan baik semoga kamu sekarang tenang dan bahagia di sana,"['gue', 'sendiri', 'jujur', 'paling', 'malas', 'lihat', 'berita', 'update', 'tentang', 'artis', 'namun', 'entah', 'kenapa', 'banyak', 'seliweran', 'di', 'medsos', 'dan', 'gue', 'baca', 'lalu', 'mampir', 'ke', 'chanel', 'ini', 'eh', 'gue', 'merasa', 'kayak', 'anjim', 'benar', 'kasus', 'kim', 'sae', 'ron', 'ini', 'kok', 'tega', 'kalo', 'benar', 'cowoknya', 'entah', 'di', 'mana', 'hati', 'nurani', 'nya', 'sih', 'cowok', 'kalo', 'memang', 'benar', 'beritanya', 'kim', 'sae', 'ron', 'terima', 'kasih', 'sudah', 'menjalani', 'hidup', 'dengan', 'baik', 'semoga', 'kamu', 'sekarang', 'tenang', 'dan', 'bahagia', 'di', 'sana']","['artis', 'ke', 'cowoknya', 'sudah', 'medsos', 'memang', 'kamu', 'sana', 'namun', 'kenapa', 'baik', 'menjalani', 'kasus', 'dan', 'sekarang', 'tentang', 'anjim', 'sendiri', 'chanel', 'banyak', 'seliweran', 'paling', 'eh', 'kalo', 'jujur', 'kasih', 'kok', 'lihat', 'kim', 'terima', 'semoga', 'sih', 'malas', 'mana', 'bahagia', 'tenang', 'nya', 'lalu', 'berita', 'dengan', 'hidup', 'di', 'ron', 'hati', 'nurani', 'benar', 'beritanya', 'ini', 'kayak', 'sae', 'baca', 'mampir', 'merasa', 'cowok', 'entah', 'tega', 'gue', 'update']","['artis', 'cowoknya', 'medsos', 'menjalani', 'anjim', 'chanel', 'seliweran', 'eh', 'kalo', 'jujur', 'kasih', 'lihat', 'kim', 'terima', 'semoga', 'sih', 'malas', 'bahagia', 'tenang', 'nya', 'berita', 'hidup', 'ron', 'hati', 'nurani', 'beritanya', 'kayak', 'sae', 'baca', 'mampir', 'cowok', 'tega', 'gue', 'update']","['artis', 'cowok', 'medsos', 'jalan', 'anjim', 'chanel', 'seliwer', 'eh', 'kalo', 'jujur', 'kasih', 'lihat', 'kim', 'terima', 'moga', 'sih', 'malas', 'bahagia', 'tenang', 'nya', 'berita', 'hidup', 'ron', 'hati', 'nurani', 'berita', 'kayak', 'sae', 'baca', 'mampir', 'cowok', 'tega', 'gue', 'update']",artis cowok medsos jalan anjim chanel seliwer eh kalo jujur kasih lihat kim terima moga sih malas bahagia tenang nya berita hidup ron hati nurani berita kayak sae baca mampir cowok tega gue update
@alexaoshin,2025-03-13T03:27:49Z,Kasian almh saeron.. 😢,id,kasihan almarhumah saeron,"['kasihan', 'almarhumah', 'saeron']","['kasihan', 'almarhumah', 'saeron']","['kasihan', 'almarhumah', 'saeron']","['kasihan', 'almarhumah', 'saeron']",kasihan almarhumah saeron
@iimrochima,2025-03-13T03:12:19Z,Aku dr awal ada KSH g pernah nonton drakor yg ada dia….soalnya pernah nonton baru bbrp menit sj  ko g ada rasa tertarik dengan drakor tsb…,id,aku dari awal ada kasih enggak pernah menonton drakor yang ada diasoalnya pernah menonton baru beberapa menit saja kok enggak ada rasa tertarik dengan drakor tersebut,"['aku', 'dari', 'awal', 'ada', 'kasih', 'enggak', 'pernah', 'menonton', 'drakor', 'yang', 'ada', 'diasoalnya', 'pernah', 'menonton', 'baru', 'beberapa', 'menit', 'saja', 'kok', 'enggak', 'ada', 'rasa', 'tertarik', 'dengan', 'drakor', 'tersebut']","['tersebut', 'dari', 'enggak', 'kasih', 'saja', 'drakor', 'kok', 'menonton', 'menit', 'aku', 'dengan', 'pernah', 'rasa', 'tertarik', 'yang', 'ada', 'baru', 'awal', 'beberapa', 'diasoalnya']","['kasih', 'drakor', 'menonton', 'menit', 'tertarik', 'diasoalnya']","['kasih', 'drakor', 'tonton', 'menit', 'tarik', 'diasoalnya']",kasih drakor tonton menit tarik diasoalnya
@Loveandpeace-l6d,2025-03-13T03:07:38Z,"Kalau saya yang diberi 2 telinga oleh Tuhan, saya harus menunggu penjelasan dari kedua belah pihak dulu baru bisa menentukan kejelasannya saat ini sumber penjelasan hanya dari pihak wanitanya, dan ada yg mengganjal juga bagi saya, kok orangtua membiarkan anaknya yg berumur 15 atau 16 THN pacaran dengan pria yg usianya jauh diatasnya, 27 atau 30 THN? Dari segi ini sebagai org tua kok diam saja, padahal anak perempuannya masih dibawah umur kan? Kalau pacaran dgn teman sebaya mgkin masih dibilang cinta moyetlah, tapi kalau pacaran dgn org yg usianya SDH cukup matang, perlu dipertanyakan kejelasan ceritanya.

Nah, sekarang masih menunggu penjelasan dari pihak laki2nya.

Jangan Krn sakit hati lali menghalalkan segala cara untuk menghancurkan reputasi org lain.",id,kalau saya yang diberi telinga oleh tuhan saya harus menunggu penjelasan dari kedua belah pihak dulu baru bisa menentukan kejelasannya saat ini sumber penjelasan hanya dari pihak wanitanya dan ada yang mengganjal juga bagi saya kok orangtua membiarkan anaknya yang berumur atau tahun pacaran dengan pria yang usianya jauh diatasnya atau tahun dari segi ini sebagai orang tua kok diam saja padahal anak perempuannya masih dibawah umur kan kalau pacaran dengan teman sebaya mungkin masih dibilang cinta moyetlah tapi kalau pacaran dengan orang yang usianya sudah cukup matang perlu dipertanyakan kejelasan ceritanya nah sekarang masih menunggu penjelasan dari pihak lakinya jangan karena sakit hati lali menghalalkan segala cara untuk menghancurkan reputasi orang lain,"['kalau', 'saya', 'yang', 'diberi', 'telinga', 'oleh', 'tuhan', 'saya', 'harus', 'menunggu', 'penjelasan', 'dari', 'kedua', 'belah', 'pihak', 'dulu', 'baru', 'bisa', 'menentukan', 'kejelasannya', 'saat', 'ini', 'sumber', 'penjelasan', 'hanya', 'dari', 'pihak', 'wanitanya', 'dan', 'ada', 'yang', 'mengganjal', 'juga', 'bagi', 'saya', 'kok', 'orangtua', 'membiarkan', 'anaknya', 'yang', 'berumur', 'atau', 'tahun', 'pacaran', 'dengan', 'pria', 'yang', 'usianya', 'jauh', 'diatasnya', 'atau', 'tahun', 'dari', 'segi', 'ini', 'sebagai', 'orang', 'tua', 'kok', 'diam', 'saja', 'padahal', 'anak', 'perempuannya', 'masih', 'dibawah', 'umur', 'kan', 'kalau', 'pacaran', 'dengan', 'teman', 'sebaya', 'mungkin', 'masih', 'dibilang', 'cinta', 'moyetlah', 'tapi', 'kalau', 'pacaran', 'dengan', 'orang', 'yang', 'usianya', 'sudah', 'cukup', 'matang', 'perlu', 'dipertanyakan', 'kejelasan', 'ceritanya', 'nah', 'sekarang', 'masih', 'menunggu', 'penjelasan', 'dari', 'pihak', 'lakinya', 'jangan', 'karena', 'sakit', 'hati', 'lali', 'menghalalkan', 'segala', 'cara', 'untuk', 'menghancurkan', 'reputasi', 'orang', 'lain']","['tua', 'cara', 'mungkin', 'dan', 'moyetlah', 'yang', 'oleh', 'ada', 'pacaran', 'tahun', 'menentukan', 'teman', 'diatasnya', 'lain', 'perempuannya', 'dipertanyakan', 'jangan', 'tuhan', 'kok', 'untuk', 'matang', 'tapi', 'hanya', 'kan', 'reputasi', 'dengan', 'lali', 'pihak', 'baru', 'mengganjal', 'bisa', 'ini', 'atau', 'berumur', 'umur', 'harus', 'orang', 'perlu', 'sumber', 'dulu', 'segi', 'ceritanya', 'juga', 'masih', 'sakit', 'nah', 'kedua', 'wanitanya', 'anaknya', 'dibawah', 'kejelasan', 'kalau', 'lakinya', 'diam', 'saya', 'karena', 'jauh', 'cinta', 'menghalalkan', 'telinga', 'menunggu', 'padahal', 'hati', 'anak', 'saat', 'menghancurkan', 'sebagai', 'dari', 'belah', 'penjelasan', 'sekarang', 'usianya', 'orangtua', 'saja', 'membiarkan', 'cukup', 'kejelasannya', 'dibilang', 'bagi', 'sebaya', 'pria', 'diberi', 'sudah', 'segala']","['tua', 'moyetlah', 'pacaran', 'menentukan', 'teman', 'diatasnya', 'perempuannya', 'tuhan', 'matang', 'reputasi', 'lali', 'mengganjal', 'berumur', 'umur', 'orang', 'sumber', 'segi', 'ceritanya', 'sakit', 'wanitanya', 'anaknya', 'dibawah', 'kejelasan', 'lakinya', 'diam', 'cinta', 'menghalalkan', 'telinga', 'menunggu', 'hati', 'anak', 'menghancurkan', 'belah', 'penjelasan', 'usianya', 'orangtua', 'membiarkan', 'kejelasannya', 'dibilang', 'sebaya', 'pria']","['tua', 'moyetlah', 'pacar', 'tentu', 'teman', 'atas', 'perempuan', 'tuhan', 'matang', 'reputasi', 'lali', 'ganjal', 'umur', 'umur', 'orang', 'sumber', 'segi', 'cerita', 'sakit', 'wanita', 'anak', 'bawah', 'jelas', 'laki', 'diam', 'cinta', 'halal', 'telinga', 'tunggu', 'hati', 'anak', 'hancur', 'belah', 'jelas', 'usia', 'orangtua', 'biar', 'jelas', 'bilang', 'baya', 'pria']",tua moyetlah pacar tentu teman atas perempuan tuhan matang reputasi lali ganjal umur umur orang sumber segi cerita sakit wanita anak bawah jelas laki diam cinta halal telinga tunggu hati anak hancur belah jelas usia orangtua biar jelas bilang baya pria
