username,published_at,comment,bahasa,comment_clean,tokenized,unique_tokens,remove_stopwords,stemmed,terms
@CR7-be7ep,2025-03-19T03:21:01Z,"Thank u bro hansol,,penjelasan mu sangat jelas dan teliti,,🎉",id,thank lu bro hansolpenjelasan mu sangat jelas dan teliti,"['thank', 'lu', 'bro', 'hansolpenjelasan', 'mu', 'sangat', 'jelas', 'dan', 'teliti']","['dan', 'hansolpenjelasan', 'mu', 'jelas', 'lu', 'teliti', 'bro', 'sangat', 'thank']","['hansolpenjelasan', 'mu', 'lu', 'teliti', 'bro', 'thank']","['hansolpenjelasan', 'mu', 'lu', 'teliti', 'bro', 'thank']",hansolpenjelasan mu lu teliti bro thank
@harissuaidiahmad,2025-03-19T00:35:17Z,"misalkan Kim Sae Ron pindah ke Indonesia dan bekerja di sini, udah pasti bisa survive sih",id,misalkan kim sae ron pindah ke indonesia dan bekerja di sini sudah pasti bisa survive sih,"['misalkan', 'kim', 'sae', 'ron', 'pindah', 'ke', 'indonesia', 'dan', 'bekerja', 'di', 'sini', 'sudah', 'pasti', 'bisa', 'survive', 'sih']","['dan', 'ron', 'sih', 'ke', 'pasti', 'survive', 'bekerja', 'pindah', 'bisa', 'sae', 'sini', 'sudah', 'kim', 'indonesia', 'misalkan', 'di']","['ron', 'sih', 'survive', 'pindah', 'sae', 'kim', 'indonesia']","['ron', 'sih', 'survive', 'pindah', 'sae', 'kim', 'indonesia']",ron sih survive pindah sae kim indonesia
@devinana833,2025-03-18T17:47:19Z,Harusnya sae ron menggunakan jalur hukum semenjak dia ga di gaji sama sekali.,id,harusnya sae ron menggunakan jalur hukum semenjak dia enggak di gaji sama sekali,"['harusnya', 'sae', 'ron', 'menggunakan', 'jalur', 'hukum', 'semenjak', 'dia', 'enggak', 'di', 'gaji', 'sama', 'sekali']","['sama', 'ron', 'jalur', 'sekali', 'gaji', 'dia', 'sae', 'menggunakan', 'harusnya', 'hukum', 'enggak', 'semenjak', 'di']","['ron', 'jalur', 'gaji', 'sae', 'hukum', 'semenjak']","['ron', 'jalur', 'gaji', 'sae', 'hukum', 'semenjak']",ron jalur gaji sae hukum semenjak
@susrohayatun7666,2025-03-18T17:42:22Z,Orang Korea kok medok banget yoo,id,orang korea kok medok banget ya,"['orang', 'korea', 'kok', 'medok', 'banget', 'ya']","['medok', 'orang', 'ya', 'banget', 'korea', 'kok']","['medok', 'orang', 'banget', 'korea']","['medok', 'orang', 'banget', 'korea']",medok orang banget korea
@dianafaishe8919,2025-03-18T13:40:23Z,Gua mash bingung katanya pas dia kena DUI dia brnh tmnnya bnr kaga si artis simpang siur njir,id,gua mash bingung katanya pas dia kena dui dia brnh tmnnya benar kagak sih artis simpang siur anjir,"['gua', 'mash', 'bingung', 'katanya', 'pas', 'dia', 'kena', 'dui', 'dia', 'brnh', 'tmnnya', 'benar', 'kagak', 'sih', 'artis', 'simpang', 'siur', 'anjir']","['pas', 'katanya', 'sih', 'artis', 'kena', 'brnh', 'benar', 'dia', 'anjir', 'tmnnya', 'simpang', 'dui', 'kagak', 'gua', 'siur', 'bingung', 'mash']","['pas', 'sih', 'artis', 'kena', 'brnh', 'anjir', 'tmnnya', 'simpang', 'dui', 'kagak', 'gua', 'siur', 'bingung', 'mash']","['pas', 'sih', 'artis', 'kena', 'brnh', 'anjir', 'tmnnya', 'simpang', 'dui', 'kagak', 'gua', 'siur', 'bingung', 'mash']",pas sih artis kena brnh anjir tmnnya simpang dui kagak gua siur bingung mash
@loeyizt,2025-03-18T12:56:12Z,yang masih ngebela fix sakit. miris banget ngebelain aktor korea sampe segitunya. udah jelas-jelas se red flag itu tapi masih pada tutup mata. gws deh,id,yang masih membela fix sakit miris banget membela aktor korea sampai sebegitunya sudah jelasjelas se red flag itu tapi masih pada tutup mata gws deh,"['yang', 'masih', 'membela', 'fix', 'sakit', 'miris', 'banget', 'membela', 'aktor', 'korea', 'sampai', 'sebegitunya', 'sudah', 'jelasjelas', 'se', 'red', 'flag', 'itu', 'tapi', 'masih', 'pada', 'tutup', 'mata', 'gws', 'deh']","['tutup', 'banget', 'korea', 'miris', 'masih', 'sakit', 'jelasjelas', 'red', 'gws', 'se', 'sebegitunya', 'mata', 'flag', 'aktor', 'tapi', 'membela', 'yang', 'fix', 'sampai', 'pada', 'itu', 'deh', 'sudah']","['tutup', 'banget', 'korea', 'miris', 'sakit', 'jelasjelas', 'red', 'gws', 'sebegitunya', 'mata', 'flag', 'aktor', 'membela', 'fix', 'deh']","['tutup', 'banget', 'korea', 'miris', 'sakit', 'jelasjelas', 'red', 'gws', 'begitu', 'mata', 'flag', 'aktor', 'bela', 'fix', 'deh']",tutup banget korea miris sakit jelasjelas red gws begitu mata flag aktor bela fix deh
@monicaprobolinggo4469,2025-03-18T12:18:19Z,Oh gitu,id,oh begitu,"['oh', 'begitu']","['oh', 'begitu']",[],[],
@monicaprobolinggo4469,2025-03-18T12:16:31Z,Kurang jelas kayak bahasa jawa,id,kurang jelas kayak bahasa jawa,"['kurang', 'jelas', 'kayak', 'bahasa', 'jawa']","['kurang', 'jawa', 'kayak', 'jelas', 'bahasa']","['jawa', 'kayak', 'bahasa']","['jawa', 'kayak', 'bahasa']",jawa kayak bahasa
@erianoviyadi,2025-03-18T11:41:41Z,Kalo orang korea asli yang bahas kok vibes nya beda ya. Lebih puas gitu,id,kalo orang korea asli yang bahas kok vibes nya beda ya lebih puas begitu,"['kalo', 'orang', 'korea', 'asli', 'yang', 'bahas', 'kok', 'vibes', 'nya', 'beda', 'ya', 'lebih', 'puas', 'begitu']","['orang', 'yang', 'vibes', 'ya', 'kalo', 'nya', 'beda', 'puas', 'korea', 'begitu', 'lebih', 'kok', 'asli', 'bahas']","['orang', 'vibes', 'kalo', 'nya', 'beda', 'puas', 'korea', 'asli', 'bahas']","['orang', 'vibes', 'kalo', 'nya', 'beda', 'puas', 'korea', 'asli', 'bahas']",orang vibes kalo nya beda puas korea asli bahas
@nisadiandra33,2025-03-18T11:24:15Z,"Mau nanya serius , emg se DARK itu ya dunia entertainment di korea 😢😢😢😢",id,mau bertanya serius memang se dark itu ya dunia entertainment di korea,"['mau', 'bertanya', 'serius', 'memang', 'se', 'dark', 'itu', 'ya', 'dunia', 'entertainment', 'di', 'korea']","['ya', 'memang', 'bertanya', 'itu', 'mau', 'korea', 'serius', 'dark', 'se', 'dunia', 'entertainment', 'di']","['korea', 'serius', 'dark', 'dunia', 'entertainment']","['korea', 'serius', 'dark', 'dunia', 'entertainment']",korea serius dark dunia entertainment
@nisadiandra33,2025-03-18T11:20:52Z,"Klo bener ngeri sih KSH ,, laki harusnya memulyakan wanitanya  , ini malqh suruh kerja bakti buat menguntungkan dia ...😢",id,kalo benar ngeri sih kasih laki harusnya memulyakan wanitanya ini malqh suruh kerja bakti buat menguntungkan dia,"['kalo', 'benar', 'ngeri', 'sih', 'kasih', 'laki', 'harusnya', 'memulyakan', 'wanitanya', 'ini', 'malqh', 'suruh', 'kerja', 'bakti', 'buat', 'menguntungkan', 'dia']","['kerja', 'sih', 'suruh', 'ngeri', 'menguntungkan', 'kalo', 'kasih', 'benar', 'laki', 'memulyakan', 'wanitanya', 'bakti', 'ini', 'dia', 'harusnya', 'buat', 'malqh']","['kerja', 'sih', 'suruh', 'ngeri', 'menguntungkan', 'kalo', 'kasih', 'laki', 'memulyakan', 'wanitanya', 'bakti', 'malqh']","['kerja', 'sih', 'suruh', 'ngeri', 'untung', 'kalo', 'kasih', 'laki', 'memulyakan', 'wanita', 'bakti', 'malqh']",kerja sih suruh ngeri untung kalo kasih laki memulyakan wanita bakti malqh
@DevinovitaSaris-ik3re,2025-03-18T09:53:33Z,Makanya pada nikah atuh ya artis korea ya teh daripada begini😢,id,makanya pada nikah atuh ya artis korea ya teh daripada begini,"['makanya', 'pada', 'nikah', 'atuh', 'ya', 'artis', 'korea', 'ya', 'teh', 'daripada', 'begini']","['teh', 'ya', 'artis', 'pada', 'korea', 'begini', 'atuh', 'nikah', 'daripada', 'makanya']","['teh', 'artis', 'korea', 'atuh', 'nikah']","['teh', 'artis', 'korea', 'atuh', 'nikah']",teh artis korea atuh nikah
@sanjaniadam9852,2025-03-18T09:26:31Z,Kuatnya seorang lee seunggi yang mampu bertahan dari semua itu... Gak memilih jalan seperti artis lain,id,kuatnya seorang lee seunggi yang mampu bertahan dari semua itu enggak memilih jalan seperti artis lain,"['kuatnya', 'seorang', 'lee', 'seunggi', 'yang', 'mampu', 'bertahan', 'dari', 'semua', 'itu', 'enggak', 'memilih', 'jalan', 'seperti', 'artis', 'lain']","['kuatnya', 'jalan', 'bertahan', 'artis', 'yang', 'memilih', 'seunggi', 'semua', 'mampu', 'itu', 'lee', 'dari', 'seperti', 'enggak', 'lain', 'seorang']","['kuatnya', 'jalan', 'bertahan', 'artis', 'memilih', 'seunggi', 'lee']","['kuat', 'jalan', 'tahan', 'artis', 'pilih', 'seunggi', 'lee']",kuat jalan tahan artis pilih seunggi lee
@AliSidik-o9t,2025-03-18T06:56:24Z,Berarti yutub lee jin ho harus di boikot karena dia bisa bikin hancur idol lain klo sedang ada masalah .,id,berarti yutub lee jin ho harus di boikot karena dia bisa bikin hancur idol lain kalo sedang ada masalah,"['berarti', 'yutub', 'lee', 'jin', 'ho', 'harus', 'di', 'boikot', 'karena', 'dia', 'bisa', 'bikin', 'hancur', 'idol', 'lain', 'kalo', 'sedang', 'ada', 'masalah']","['harus', 'dia', 'masalah', 'lain', 'hancur', 'bikin', 'kalo', 'jin', 'sedang', 'boikot', 'lee', 'berarti', 'yutub', 'karena', 'idol', 'di', 'ho', 'ada', 'bisa']","['hancur', 'bikin', 'kalo', 'jin', 'boikot', 'lee', 'yutub', 'idol', 'ho']","['hancur', 'bikin', 'kalo', 'jin', 'boikot', 'lee', 'yutub', 'idol', 'ho']",hancur bikin kalo jin boikot lee yutub idol ho
@desiana850,2025-03-18T04:53:11Z,Oh ternyata KIMSUYON spell nya,id,oh ternyata kimsuyon spell nya,"['oh', 'ternyata', 'kimsuyon', 'spell', 'nya']","['oh', 'spell', 'nya', 'kimsuyon', 'ternyata']","['spell', 'nya', 'kimsuyon']","['spell', 'nya', 'kimsuyon']",spell nya kimsuyon
@rahmawatisyam7821,2025-03-18T04:49:51Z,"saeron cantik bangetttt kasihan saeron menghabiskan masa belianya dgn laki2 bangsat, saeron aja yg bucin kalau si somen untuk nafsu aja, dimanfaatkan aja pacaran sembunyi2 gaya pacaran artis korea..umur 15 tahun belia amat",id,saeron cantik banget kasihan saeron menghabiskan masa belianya dengan laki bangsat saeron saja yang bucin kalau sih somen untuk nafsu saja dimanfaatkan saja pacaran sembunyi gaya pacaran artis koreaumur tahun belia amat,"['saeron', 'cantik', 'banget', 'kasihan', 'saeron', 'menghabiskan', 'masa', 'belianya', 'dengan', 'laki', 'bangsat', 'saeron', 'saja', 'yang', 'bucin', 'kalau', 'sih', 'somen', 'untuk', 'nafsu', 'saja', 'dimanfaatkan', 'saja', 'pacaran', 'sembunyi', 'gaya', 'pacaran', 'artis', 'koreaumur', 'tahun', 'belia', 'amat']","['bangsat', 'menghabiskan', 'artis', 'laki', 'belia', 'banget', 'belianya', 'somen', 'amat', 'sembunyi', 'saja', 'kalau', 'koreaumur', 'saeron', 'untuk', 'sih', 'cantik', 'dimanfaatkan', 'kasihan', 'dengan', 'yang', 'bucin', 'pacaran', 'masa', 'nafsu', 'tahun', 'gaya']","['bangsat', 'menghabiskan', 'artis', 'laki', 'belia', 'banget', 'belianya', 'somen', 'sembunyi', 'koreaumur', 'saeron', 'sih', 'cantik', 'dimanfaatkan', 'kasihan', 'bucin', 'pacaran', 'nafsu', 'gaya']","['bangsat', 'habis', 'artis', 'laki', 'belia', 'banget', 'belia', 'somen', 'sembunyi', 'koreaumur', 'saeron', 'sih', 'cantik', 'manfaat', 'kasihan', 'bucin', 'pacar', 'nafsu', 'gaya']",bangsat habis artis laki belia banget belia somen sembunyi koreaumur saeron sih cantik manfaat kasihan bucin pacar nafsu gaya
@nuraenyahmad3544,2025-03-18T03:37:54Z,Medok medoknya kyknya jawa timur ya ini ahjussi,id,medok medoknya kayaknya jawa timur ya ini ahjussi,"['medok', 'medoknya', 'kayaknya', 'jawa', 'timur', 'ya', 'ini', 'ahjussi']","['medok', 'ya', 'medoknya', 'jawa', 'kayaknya', 'timur', 'ini', 'ahjussi']","['medok', 'medoknya', 'jawa', 'kayaknya', 'timur', 'ahjussi']","['medok', 'medok', 'jawa', 'kayak', 'timur', 'ahjussi']",medok medok jawa kayak timur ahjussi
@WindiFebriantika,2025-03-18T03:36:27Z,Yg parah cewek2 yg buta matahati masih support ksh pdhl umuran nya sama kyk almarhum...udh parah sih itu.,id,yang parah cewek yang buta matahati masih support kasih padahal umuran nya sama kayak almarhumudh parah sih itu,"['yang', 'parah', 'cewek', 'yang', 'buta', 'matahati', 'masih', 'support', 'kasih', 'padahal', 'umuran', 'nya', 'sama', 'kayak', 'almarhumudh', 'parah', 'sih', 'itu']","['sama', 'padahal', 'almarhumudh', 'sih', 'yang', 'kasih', 'nya', 'umuran', 'kayak', 'itu', 'matahati', 'buta', 'support', 'cewek', 'parah', 'masih']","['almarhumudh', 'sih', 'kasih', 'nya', 'umuran', 'kayak', 'matahati', 'buta', 'support', 'cewek', 'parah']","['almarhumudh', 'sih', 'kasih', 'nya', 'umur', 'kayak', 'matahati', 'buta', 'support', 'cewek', 'parah']",almarhumudh sih kasih nya umur kayak matahati buta support cewek parah
@faizalfebriyanto7392,2025-03-18T01:20:45Z,"Kenapaaa masss dari kemarin tiap mau nonton sampe ""aku pun"" menit awal selalu nguwweerrrr mandek mendadak 🥱",id,kenapaaa masss dari kemarin tiap mau menonton sampai aku pun menit awal selalu nguwweerrrr mandek mendadak,"['kenapaaa', 'masss', 'dari', 'kemarin', 'tiap', 'mau', 'menonton', 'sampai', 'aku', 'pun', 'menit', 'awal', 'selalu', 'nguwweerrrr', 'mandek', 'mendadak']","['tiap', 'kenapaaa', 'menonton', 'selalu', 'sampai', 'mendadak', 'nguwweerrrr', 'aku', 'awal', 'kemarin', 'pun', 'mau', 'dari', 'masss', 'menit', 'mandek']","['kenapaaa', 'menonton', 'mendadak', 'nguwweerrrr', 'kemarin', 'masss', 'menit', 'mandek']","['kenapaaa', 'tonton', 'dadak', 'nguwweerrrr', 'kemarin', 'masss', 'menit', 'mandek']",kenapaaa tonton dadak nguwweerrrr kemarin masss menit mandek
@paleblueyes,2025-03-18T01:18:31Z,KIM CANGCUT,id,kim cangcut,"['kim', 'cangcut']","['kim', 'cangcut']","['kim', 'cangcut']","['kim', 'cangcut']",kim cangcut
@quesera99,2025-03-17T22:38:36Z,"Perbezaan umur mereka 13 thun mas, bkan 12 waduhhh ",id,perbezaan umur mereka tahun mas bukan waduh,"['perbezaan', 'umur', 'mereka', 'tahun', 'mas', 'bukan', 'waduh']","['perbezaan', 'mas', 'mereka', 'tahun', 'bukan', 'waduh', 'umur']","['perbezaan', 'mas', 'umur']","['perbezaan', 'mas', 'umur']",perbezaan mas umur
@isseievendi9391,2025-03-17T17:18:12Z,"Jgn boikot kim so hyun lah , dia actor paling best, sayang kalau di boikot . Pdahal baru lihat drama dia queen of tears",id,jangan boikot kim sok hyun lah dia actor paling best sayang kalau di boikot padahal baru lihat drama dia queen of tears,"['jangan', 'boikot', 'kim', 'sok', 'hyun', 'lah', 'dia', 'actor', 'paling', 'best', 'sayang', 'kalau', 'di', 'boikot', 'padahal', 'baru', 'lihat', 'drama', 'dia', 'queen', 'of', 'tears']","['actor', 'hyun', 'tears', 'dia', 'queen', 'of', 'lah', 'paling', 'boikot', 'jangan', 'kalau', 'lihat', 'kim', 'sayang', 'sok', 'best', 'drama', 'di', 'padahal', 'baru']","['actor', 'hyun', 'tears', 'queen', 'of', 'boikot', 'lihat', 'kim', 'sayang', 'sok', 'best', 'drama']","['actor', 'hyun', 'tears', 'queen', 'of', 'boikot', 'lihat', 'kim', 'sayang', 'sok', 'best', 'drama']",actor hyun tears queen of boikot lihat kim sayang sok best drama
@YaniSakira-g3w,2025-03-17T16:47:51Z,Ksh gk punya hati berarti ya toxic,id,kasih enggak punya hati berarti ya toxic,"['kasih', 'enggak', 'punya', 'hati', 'berarti', 'ya', 'toxic']","['punya', 'ya', 'kasih', 'toxic', 'berarti', 'hati', 'enggak']","['kasih', 'toxic', 'hati']","['kasih', 'toxic', 'hati']",kasih toxic hati
@Babybelanja,2025-03-17T16:27:23Z,Industri korea butuh Nikmir inimah 😂,id,industri korea butuh nikmir inimah,"['industri', 'korea', 'butuh', 'nikmir', 'inimah']","['butuh', 'korea', 'industri', 'nikmir', 'inimah']","['butuh', 'korea', 'industri', 'nikmir', 'inimah']","['butuh', 'korea', 'industri', 'nikmir', 'inimah']",butuh korea industri nikmir inimah
@nesyanafisa806,2025-03-17T16:03:52Z,"Daridulu emang biasa aja sama KSH ga pernah ngefans bgt kek orang"", liatnya juga biasa aja dan ga pernah nontonin dramanyaa walaupun pada saat itu KSH karirnya lagi naik""nya dan masuk aktor paling mahal dikorsel, ternyata macarin anak dibawah diumur itu udh redflag bangett sih, kasian banget saeron disaat"" dia lagi depresi mereka gaada yg peduli, rest in peace cantikk🥺🥀💗",id,daridulu memang biasa saja sama kasih enggak pernah fan banget kayak orang lihatnya juga biasa saja dan enggak pernah nontonin dramanyaa walaupun pada saat itu kasih karirnya lagi naiknya dan masuk aktor paling mahal dikorsel ternyata macarin anak dibawah diumur itu sudah redflag banget sih kasihan banget saeron disaat dia lagi depresi mereka enggak ada yang peduli rest ini peace cantik,"['daridulu', 'memang', 'biasa', 'saja', 'sama', 'kasih', 'enggak', 'pernah', 'fan', 'banget', 'kayak', 'orang', 'lihatnya', 'juga', 'biasa', 'saja', 'dan', 'enggak', 'pernah', 'nontonin', 'dramanyaa', 'walaupun', 'pada', 'saat', 'itu', 'kasih', 'karirnya', 'lagi', 'naiknya', 'dan', 'masuk', 'aktor', 'paling', 'mahal', 'dikorsel', 'ternyata', 'macarin', 'anak', 'dibawah', 'diumur', 'itu', 'sudah', 'redflag', 'banget', 'sih', 'kasihan', 'banget', 'saeron', 'disaat', 'dia', 'lagi', 'depresi', 'mereka', 'enggak', 'ada', 'yang', 'peduli', 'rest', 'ini', 'peace', 'cantik']","['walaupun', 'redflag', 'orang', 'mahal', 'sudah', 'memang', 'dia', 'anak', 'saat', 'banget', 'depresi', 'enggak', 'juga', 'dramanyaa', 'sama', 'dan', 'dibawah', 'saja', 'kasih', 'masuk', 'paling', 'daridulu', 'mereka', 'fan', 'macarin', 'saeron', 'biasa', 'sih', 'diumur', 'cantik', 'naiknya', 'kasihan', 'pernah', 'rest', 'yang', 'dikorsel', 'ada', 'nontonin', 'pada', 'karirnya', 'lagi', 'disaat', 'kayak', 'itu', 'peduli', 'ini', 'peace', 'aktor', 'lihatnya', 'ternyata']","['redflag', 'orang', 'mahal', 'anak', 'banget', 'depresi', 'dramanyaa', 'dibawah', 'kasih', 'masuk', 'daridulu', 'fan', 'macarin', 'saeron', 'sih', 'diumur', 'cantik', 'naiknya', 'kasihan', 'rest', 'dikorsel', 'nontonin', 'karirnya', 'disaat', 'kayak', 'peduli', 'peace', 'aktor', 'lihatnya']","['redflag', 'orang', 'mahal', 'anak', 'banget', 'depresi', 'dramanyaa', 'bawah', 'kasih', 'masuk', 'daridulu', 'fan', 'macarin', 'saeron', 'sih', 'umur', 'cantik', 'naik', 'kasihan', 'rest', 'korsel', 'nontonin', 'karirnya', 'saat', 'kayak', 'peduli', 'peace', 'aktor', 'lihat']",redflag orang mahal anak banget depresi dramanyaa bawah kasih masuk daridulu fan macarin saeron sih umur cantik naik kasihan rest korsel nontonin karirnya saat kayak peduli peace aktor lihat
@andreystark7548,2025-03-17T15:54:17Z,"semoga Kim Sae Ron mendapatkan keadilan
&
Kim Soo Hyun 
menerima hukuman atas perbuatannya

teman teman aku mau share
Tahun 2015
aku beli barang nilai jutaan
dari Orang Bogor
Ibu Sherlyna Senduk
&
Transfer ke Rekening Anaknya
Pegawai Bank BTN
Valenadya Tamara
singkat cerita
Barang tidak dikirim
Uang tidak dikembalikan

harap berhati-hati 🙏
kalau bertransaksi sama orang
terima kasi perhatiannya
semoga teman teman sehat selalu 🙏",id,semoga kim sae ron mendapatkan keadilan kim soo hyun menerima hukuman atas perbuatannya teman teman aku mau share tahun aku beli barang nilai jutaan dari orang bogor ibu sherlyna senduk transfer ke rekening anaknya pegawai bank btn valenadya tamara singkat cerita barang tidak dikirim uang tidak dikembalikan harap berhatihati kalau bertransaksi sama orang terima kasih perhatiannya semoga teman teman sehat selalu,"['semoga', 'kim', 'sae', 'ron', 'mendapatkan', 'keadilan', 'kim', 'soo', 'hyun', 'menerima', 'hukuman', 'atas', 'perbuatannya', 'teman', 'teman', 'aku', 'mau', 'share', 'tahun', 'aku', 'beli', 'barang', 'nilai', 'jutaan', 'dari', 'orang', 'bogor', 'ibu', 'sherlyna', 'senduk', 'transfer', 'ke', 'rekening', 'anaknya', 'pegawai', 'bank', 'btn', 'valenadya', 'tamara', 'singkat', 'cerita', 'barang', 'tidak', 'dikirim', 'uang', 'tidak', 'dikembalikan', 'harap', 'berhatihati', 'kalau', 'bertransaksi', 'sama', 'orang', 'terima', 'kasih', 'perhatiannya', 'semoga', 'teman', 'teman', 'sehat', 'selalu']","['jutaan', 'hyun', 'perhatiannya', 'orang', 'ke', 'share', 'teman', 'dikirim', 'keadilan', 'tidak', 'dari', 'cerita', 'dikembalikan', 'sherlyna', 'senduk', 'mendapatkan', 'sama', 'ibu', 'singkat', 'nilai', 'rekening', 'bertransaksi', 'btn', 'anaknya', 'kasih', 'kalau', 'sehat', 'kim', 'tamara', 'harap', 'soo', 'barang', 'semoga', 'valenadya', 'aku', 'mau', 'atas', 'transfer', 'beli', 'perbuatannya', 'ron', 'tahun', 'menerima', 'sae', 'hukuman', 'uang', 'bank', 'pegawai', 'selalu', 'bogor', 'berhatihati', 'terima']","['jutaan', 'hyun', 'perhatiannya', 'orang', 'share', 'teman', 'dikirim', 'keadilan', 'cerita', 'dikembalikan', 'sherlyna', 'senduk', 'singkat', 'nilai', 'rekening', 'bertransaksi', 'btn', 'anaknya', 'kasih', 'sehat', 'kim', 'tamara', 'harap', 'soo', 'barang', 'semoga', 'valenadya', 'transfer', 'beli', 'perbuatannya', 'ron', 'menerima', 'sae', 'hukuman', 'uang', 'bank', 'pegawai', 'bogor', 'berhatihati', 'terima']","['juta', 'hyun', 'perhati', 'orang', 'share', 'teman', 'kirim', 'adil', 'cerita', 'kembali', 'sherlyna', 'senduk', 'singkat', 'nilai', 'rekening', 'transaksi', 'btn', 'anak', 'kasih', 'sehat', 'kim', 'tamara', 'harap', 'soo', 'barang', 'moga', 'valenadya', 'transfer', 'beli', 'buat', 'ron', 'terima', 'sae', 'hukum', 'uang', 'bank', 'pegawai', 'bogor', 'berhatihati', 'terima']",juta hyun perhati orang share teman kirim adil cerita kembali sherlyna senduk singkat nilai rekening transaksi btn anak kasih sehat kim tamara harap soo barang moga valenadya transfer beli buat ron terima sae hukum uang bank pegawai bogor berhatihati terima
@ik_cintacantika5027,2025-03-17T15:52:05Z,"rest in peace kim saeron😢 jenazah gabisa bicara tp kebeneran pasti terungkap, may your soul rest in peace🤍",id,rest ini peace kim saeron jenazah enggak bisa bicara tapi kebeneran pasti terungkap mau your soul rest ini peace,"['rest', 'ini', 'peace', 'kim', 'saeron', 'jenazah', 'enggak', 'bisa', 'bicara', 'tapi', 'kebeneran', 'pasti', 'terungkap', 'mau', 'your', 'soul', 'rest', 'ini', 'peace']","['pasti', 'your', 'bicara', 'bisa', 'tapi', 'jenazah', 'ini', 'terungkap', 'peace', 'mau', 'kebeneran', 'rest', 'kim', 'soul', 'enggak', 'saeron']","['your', 'bicara', 'jenazah', 'terungkap', 'peace', 'kebeneran', 'rest', 'kim', 'soul', 'saeron']","['your', 'bicara', 'jenazah', 'ungkap', 'peace', 'kebeneran', 'rest', 'kim', 'soul', 'saeron']",your bicara jenazah ungkap peace kebeneran rest kim soul saeron
@angleshop199,2025-03-17T15:28:27Z,"Udah pacarnya bertahun2, gitu kesusahan ga mau bantu, mau enak2nya aja si KSH, Red flag ini BOCAH!  Harusnya KSR putuskan laki2 gila gitu, ganteng aja ATTITUDE ZERO! KSH itu bukannya ga punya uang. Kasihan KSR udah tulang punggung keluarga dari kecil. Kenapa artis korea banyak Bundir padahal lebih miskin dr mereka banyak ga bisa makan lagi.?! Segala sesuatunya kalau tidak ada sandaran dalam Tuhan hanya mengandalkan manusia, habislah hidupmu. Karena manusia bisa berubah dan pembohong.",id,sudah pacarnya bertahun begitu kesusahan enggak mau bantu mau enaknya saja sih kasih red flag ini bocah harusnya ksr putuskan laki gila begitu ganteng saja attitude zero kasih itu bukannya enggak punya uang kasihan ksr sudah tulang punggung keluarga dari kecil kenapa artis korea banyak bundir padahal lebih miskin dari mereka banyak enggak bisa makan lagi segala sesuatunya kalau tidak ada sandaran dalam tuhan hanya mengandalkan manusia habislah hidupmu karena manusia bisa berubah dan pembohong,"['sudah', 'pacarnya', 'bertahun', 'begitu', 'kesusahan', 'enggak', 'mau', 'bantu', 'mau', 'enaknya', 'saja', 'sih', 'kasih', 'red', 'flag', 'ini', 'bocah', 'harusnya', 'ksr', 'putuskan', 'laki', 'gila', 'begitu', 'ganteng', 'saja', 'attitude', 'zero', 'kasih', 'itu', 'bukannya', 'enggak', 'punya', 'uang', 'kasihan', 'ksr', 'sudah', 'tulang', 'punggung', 'keluarga', 'dari', 'kecil', 'kenapa', 'artis', 'korea', 'banyak', 'bundir', 'padahal', 'lebih', 'miskin', 'dari', 'mereka', 'banyak', 'enggak', 'bisa', 'makan', 'lagi', 'segala', 'sesuatunya', 'kalau', 'tidak', 'ada', 'sandaran', 'dalam', 'tuhan', 'hanya', 'mengandalkan', 'manusia', 'habislah', 'hidupmu', 'karena', 'manusia', 'bisa', 'berubah', 'dan', 'pembohong']","['artis', 'ganteng', 'ksr', 'makan', 'bundir', 'laki', 'enaknya', 'begitu', 'harusnya', 'kenapa', 'korea', 'dari', 'bantu', 'lebih', 'tidak', 'enggak', 'dalam', 'tulang', 'sandaran', 'attitude', 'bertahun', 'zero', 'dan', 'kecil', 'red', 'saja', 'kasih', 'putuskan', 'banyak', 'mereka', 'hidupmu', 'kalau', 'tuhan', 'miskin', 'kesusahan', 'gila', 'sih', 'karena', 'flag', 'pembohong', 'punggung', 'hanya', 'manusia', 'mau', 'kasihan', 'pacarnya', 'keluarga', 'padahal', 'punya', 'sesuatunya', 'habislah', 'ada', 'berubah', 'bocah', 'lagi', 'bisa', 'mengandalkan', 'ini', 'itu', 'uang', 'sudah', 'segala', 'bukannya']","['artis', 'ganteng', 'ksr', 'makan', 'bundir', 'laki', 'enaknya', 'korea', 'bantu', 'tulang', 'sandaran', 'attitude', 'bertahun', 'zero', 'red', 'kasih', 'putuskan', 'hidupmu', 'tuhan', 'miskin', 'kesusahan', 'gila', 'sih', 'flag', 'pembohong', 'punggung', 'manusia', 'kasihan', 'pacarnya', 'keluarga', 'habislah', 'berubah', 'bocah', 'mengandalkan', 'uang']","['artis', 'ganteng', 'ksr', 'makan', 'bundir', 'laki', 'enak', 'korea', 'bantu', 'tulang', 'sandar', 'attitude', 'tahun', 'zero', 'red', 'kasih', 'putus', 'hidup', 'tuhan', 'miskin', 'susah', 'gila', 'sih', 'flag', 'bohong', 'punggung', 'manusia', 'kasihan', 'pacar', 'keluarga', 'habis', 'ubah', 'bocah', 'andal', 'uang']",artis ganteng ksr makan bundir laki enak korea bantu tulang sandar attitude tahun zero red kasih putus hidup tuhan miskin susah gila sih flag bohong punggung manusia kasihan pacar keluarga habis ubah bocah andal uang
